REGION,DISTRICT NAME AND NUMBER,CUMULATIVE YEAR END ENROLLMENT,DISCIPLINE POPULATION,DISCIPLINE RECORD COUNT,STUDENTS EXPELLED,STUDENTS EXPELLED TO JJAEP,STUDENTS REMOVED TO A DAEP,STUDENTS SUSPENDED IN SCHOOL,DISCRETIONARY DAEP REMOVALS,DISCRETIONARY EXPULSIONS,DISCRETIONARY EXPULSIONS TO JJAEP,MANDATORY DAEP REMOVALS,MANDATORY EXPULSIONS,MANDATORY EXPULSIONS TO JJAEP,STUDENTS SUSPENDED OUT OF SCHOOL
4,HOUSTON ISD 101912,228360.0,19052.0,46822.0,0.0,0.0,1426.0,11464.0,550.0,0.0,0.0,568.0,0.0,0.0,12232.0
4,HUFFMAN ISD 101925,3754.0,457.0,1051.0,0.0,0.0,53.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
4,HUMBLE ISD 101913,44397.0,3558.0,10009.0,0.0,0.0,339.0,3070.0,124.0,0.0,0.0,168.0,0.0,0.0,1284.0
4,KATY ISD 101914,81614.0,3998.0,7969.0,0.0,0.0,319.0,3311.0,0.0,0.0,0.0,13.0,0.0,0.0,1071.0
4,KIPP INC CHARTER 101813,14587.0,796.0,1499.0,0.0,0.0,0.0,491.0,0.0,0.0,0.0,0.0,0.0,0.0,487.0
4,KLEIN ISD 101915,56234.0,6215.0,19062.0,86.0,86.0,766.0,5178.0,361.0,31.0,31.0,393.0,13.0,13.0,2471.0
4,LA PORTE ISD 101916,8019.0,1039.0,3027.0,0.0,0.0,141.0,989.0,81.0,0.0,0.0,62.0,0.0,0.0,139.0
4,LAMAR CISD 079901,33955.0,2876.0,7251.0,0.0,22.0,299.0,1947.0,140.0,0.0,25.0,96.0,0.0,0.0,1178.0
4,MEYERPARK ELEMENTARY 101855,268.0,28.0,41.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
4,NEEDVILLE ISD 079906,3350.0,250.0,447.0,0.0,0.0,14.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
4,ODYSSEY ACADEMY INC 084802,1244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,PASADENA ISD 101917,58196.0,8679.0,22490.0,14.0,14.0,768.0,7708.0,296.0,0.0,0.0,449.0,0.0,0.0,2575.0
4,PEARLAND ISD 020908,22425.0,1697.0,4996.0,0.0,0.0,154.0,1569.0,68.0,0.0,0.0,52.0,0.0,0.0,346.0
4,PROMISE COMMUNITY SCHOOL 101853,2082.0,25.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
4,RAUL YZAGUIRRE SCHOOL FOR SUCCESS 101806,1336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,ROYAL ISD 237905,2573.0,315.0,600.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,14.0,0.0,0.0,185.0
4,SANTA FE ISD 084909,5083.0,423.0,1191.0,0.0,0.0,51.0,398.0,34.0,0.0,0.0,34.0,0.0,0.0,79.0
4,SER-NINOS CHARTER SCHOOL 101802,1125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,SHELDON ISD 101924,9996.0,1095.0,2902.0,0.0,0.0,113.0,1003.0,31.0,0.0,0.0,62.0,0.0,0.0,402.0
4,SOUTHWEST SCHOOL 101838,2455.0,21.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,SPRING BRANCH ISD 101920,37064.0,3030.0,7819.0,0.0,0.0,286.0,2592.0,78.0,0.0,0.0,122.0,0.0,0.0,1075.0
4,SPRING ISD 101919,40234.0,5798.0,17539.0,0.0,0.0,363.0,4554.0,112.0,0.0,0.0,149.0,0.0,0.0,3372.0
4,STAFFORD MSD 079910,3849.0,483.0,1180.0,0.0,0.0,41.0,369.0,11.0,0.0,0.0,31.0,0.0,0.0,220.0
4,STEP CHARTER SCHOOL 101859,530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,SWEENY ISD 020906,2149.0,323.0,667.0,0.0,0.0,0.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
4,TARKINGTON ISD 146907,1990.0,283.0,767.0,0.0,0.0,65.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
4,TEXAS CITY ISD 084906,9470.0,2594.0,9286.0,28.0,0.0,454.0,2283.0,289.0,28.0,0.0,139.0,0.0,0.0,1215.0
4,THE LAWSON ACADEMY 101864,254.0,30.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
4,THE PRO-VISION ACADEMY 101868,469.0,80.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0
4,THE RHODES SCHOOL 101861,1259.0,50.0,87.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
4,THE VARNETT PUBLIC SCHOOL 101814,1742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,TOMBALL ISD 101921,16813.0,1008.0,2650.0,0.0,0.0,94.0,952.0,14.0,0.0,0.0,38.0,0.0,0.0,228.0
4,TWO DIMENSIONS PREPARATORY ACADEMY 101840,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,UNIVERSITY OF HOUSTON CHARTER SCHO 101807,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,WALLER ISD 237904,7594.0,992.0,2334.0,0.0,0.0,97.0,919.0,29.0,0.0,0.0,39.0,0.0,0.0,187.0
4,YES PREP PUBLIC SCHOOLS INC 101845,11138.0,1962.0,3958.0,25.0,0.0,0.0,1412.0,0.0,25.0,0.0,0.0,0.0,0.0,995.0
5,BEAUMONT ISD 123910,20194.0,5093.0,21027.0,0.0,0.0,320.0,3986.0,84.0,0.0,0.0,53.0,0.0,0.0,3090.0
5,BOB HOPE SCHOOL 123807,1035.0,30.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
5,BRIDGE CITY ISD 181901,3272.0,229.0,451.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
5,BROOKELAND ISD 121902,442.0,77.0,175.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,BUNA ISD 121903,1671.0,237.0,519.0,0.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,BURKEVILLE ISD 176901,306.0,12.0,62.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,CHESTER ISD 229906,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,COLMESNEIL ISD 229901,538.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,DEWEYVILLE ISD 176903,621.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
5,EAST CHAMBERS ISD 036903,1596.0,131.0,336.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
5,EHRHART SCHOOL 123805,427.0,41.0,63.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
5,EVADALE ISD 121906,516.0,15.0,21.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,HAMSHIRE-FANNETT ISD 123914,2017.0,144.0,308.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
5,HARDIN-JEFFERSON ISD 100905,2415.0,293.0,616.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
5,HIGH ISLAND ISD 084903,156.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,HULL-DAISETTA ISD 146905,546.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,JASPER ISD 121904,2723.0,594.0,2067.0,0.0,0.0,115.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
5,KIRBYVILLE CISD 121905,1608.0,258.0,552.0,0.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0
5,KOUNTZE ISD 100903,1271.0,109.0,279.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
5,LIBERTY ISD 146906,2312.0,288.0,1120.0,0.0,0.0,12.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
5,LITTLE CYPRESS-MAURICEVILLE CISD 181908,3398.0,567.0,1611.0,0.0,0.0,43.0,547.0,26.0,0.0,0.0,0.0,0.0,0.0,20.0
5,LUMBERTON ISD 100907,4239.0,309.0,843.0,0.0,0.0,55.0,273.0,13.0,0.0,0.0,15.0,0.0,0.0,104.0
5,NEDERLAND ISD 123905,5704.0,627.0,1808.0,0.0,0.0,99.0,585.0,68.0,0.0,0.0,18.0,0.0,0.0,48.0
5,NEWTON ISD 176902,1143.0,199.0,439.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
5,ORANGEFIELD ISD 181905,1878.0,229.0,653.0,0.0,0.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
5,PORT ARTHUR ISD 123907,8852.0,1375.0,4205.0,0.0,0.0,184.0,528.0,148.0,0.0,0.0,80.0,0.0,0.0,1144.0
5,PORT NECHES-GROVES ISD 123908,5367.0,450.0,1334.0,0.0,0.0,51.0,411.0,24.0,0.0,0.0,21.0,0.0,0.0,145.0
5,SABINE PASS ISD 123913,386.0,15.0,16.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,SILSBEE ISD 100904,3133.0,364.0,1080.0,0.0,0.0,98.0,474.0,46.0,0.0,0.0,0.0,0.0,0.0,20.0
5,SPURGER ISD 229905,452.0,56.0,131.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,TEKOA ACADEMY OF ACCELERATED STUDI 123803,513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,VIDOR ISD 181907,4936.0,787.0,2874.0,0.0,0.0,72.0,743.0,70.0,0.0,0.0,0.0,0.0,0.0,187.0
5,WARREN ISD 229904,1436.0,226.0,495.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
5,WEST HARDIN COUNTY CISD 100908,643.0,65.0,145.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,WEST ORANGE-COVE CISD 181906,2695.0,579.0,1584.0,0.0,0.0,47.0,519.0,31.0,0.0,0.0,20.0,0.0,0.0,187.0
5,WOODVILLE ISD 229903,1462.0,275.0,704.0,0.0,0.0,10.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
6,ANDERSON-SHIRO CISD 093901,896.0,92.0,235.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,APPLE SPRINGS ISD 228905,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ARROW ACADEMY 021805,684.0,34.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
6,BELLVILLE ISD 008901,2348.0,280.0,1019.0,0.0,0.0,19.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
6,BIG SANDY ISD 187901,547.0,66.0,123.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
6,BRAZOS ISD 008903,919.0,131.0,325.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,BRAZOS SCHOOL FOR INQUIRY & CREATI 021803,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
6,BREMOND ISD 198901,545.0,22.0,60.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,BRENHAM ISD 239901,5276.0,720.0,2202.0,0.0,0.0,85.0,627.0,75.0,0.0,0.0,17.0,0.0,0.0,242.0
6,BRYAN ISD 021902,17309.0,2863.0,9687.0,0.0,0.0,572.0,2313.0,411.0,0.0,0.0,223.0,0.0,0.0,1309.0
6,BUCKHOLTS ISD 166907,184.0,58.0,136.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
6,BUFFALO ISD 145901,1011.0,86.0,180.0,0.0,0.0,10.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,BURTON ISD 239903,489.0,68.0,175.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,CALDWELL ISD 026901,1918.0,277.0,913.0,0.0,0.0,14.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
6,CALVERT ISD 198902,187.0,61.0,112.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
6,CAMERON ISD 166901,1974.0,115.0,372.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
6,CENTERVILLE ISD 145902,726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,CENTERVILLE ISD 228904,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,COLDSPRING-OAKHURST CISD 204901,1747.0,352.0,969.0,0.0,0.0,24.0,342.0,13.0,0.0,0.0,30.0,0.0,0.0,0.0
6,COLLEGE STATION ISD 021901,14294.0,957.0,2805.0,0.0,0.0,84.0,900.0,16.0,0.0,0.0,19.0,0.0,0.0,261.0
6,CONROE ISD 170902,65105.0,5212.0,13907.0,90.0,105.0,553.0,4758.0,111.0,20.0,36.0,379.0,16.0,16.0,1144.0
6,CORRIGAN-CAMDEN ISD 187904,935.0,154.0,385.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,CROCKETT ISD 113901,1440.0,127.0,352.0,0.0,0.0,40.0,78.0,25.0,0.0,0.0,0.0,0.0,0.0,83.0
6,FRANKLIN ISD 198903,1333.0,112.0,241.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,GAUSE ISD 166902,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,GOODRICH ISD 187903,300.0,39.0,218.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
6,GRAPELAND ISD 113902,551.0,109.0,191.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,GROVETON ISD 228901,841.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,HEARNE ISD 198905,963.0,254.0,669.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
6,HUNTSVILLE ISD 236902,9570.0,1074.0,3549.0,0.0,0.0,80.0,943.0,17.0,0.0,0.0,74.0,0.0,0.0,379.0
6,IOLA ISD 093903,536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,KENNARD ISD 113906,312.0,42.0,99.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,LATEXO ISD 113905,518.0,39.0,97.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,LEGGETT ISD 187906,215.0,24.0,46.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,LEON ISD 145911,820.0,20.0,42.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,LIVINGSTON ISD 187907,4480.0,779.0,2262.0,0.0,0.0,85.0,728.0,62.0,0.0,0.0,25.0,0.0,0.0,204.0
6,LOVELADY ISD 113903,599.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,MADISONVILLE CISD 154901,2520.0,291.0,871.0,0.0,0.0,0.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
6,MAGNOLIA ISD 170906,13787.0,1301.0,3350.0,0.0,0.0,199.0,1172.0,117.0,0.0,0.0,114.0,0.0,0.0,368.0
6,MILANO ISD 166903,482.0,34.0,109.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,MONTGOMERY ISD 170903,9233.0,669.0,1598.0,11.0,11.0,62.0,608.0,15.0,11.0,11.0,38.0,0.0,0.0,156.0
6,MUMFORD ISD 198906,641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,NAVASOTA ISD 093904,3272.0,517.0,1440.0,0.0,0.0,63.0,487.0,18.0,0.0,0.0,13.0,0.0,0.0,115.0
6,NEW CANEY ISD 170908,16240.0,1962.0,5530.0,13.0,15.0,311.0,1537.0,161.0,0.0,0.0,119.0,13.0,0.0,701.0
6,NEW WAVERLY ISD 236901,1129.0,256.0,660.0,0.0,0.0,0.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
6,NORMANGEE ISD 145906,665.0,91.0,158.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,NORTH ZULCH ISD 154903,384.0,42.0,79.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,OAKWOOD ISD 145907,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ONALASKA ISD 187910,1286.0,163.0,397.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,RAVEN SCHOOL 236801,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,RICHARDS ISD 093905,185.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ROCKDALE ISD 166904,1653.0,352.0,954.0,0.0,0.0,45.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
6,SAM HOUSTON STATE UNIVERSITY CHART 236802,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,SEALY ISD 008902,2997.0,317.0,808.0,0.0,0.0,18.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0
6,SHEPHERD ISD 204904,2216.0,379.0,1096.0,0.0,0.0,46.0,340.0,11.0,0.0,0.0,21.0,0.0,0.0,81.0
6,SNOOK ISD 026903,554.0,131.0,375.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,SOMERVILLE ISD 026902,573.0,86.0,152.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,SPLENDORA ISD 170907,4355.0,472.0,1376.0,0.0,0.0,88.0,424.0,44.0,0.0,0.0,34.0,0.0,0.0,136.0
6,TEXAS SERENITY ACADEMY 170801,551.0,24.0,54.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,TRINITY ISD 228903,1380.0,317.0,870.0,0.0,0.0,21.0,279.0,23.0,0.0,0.0,0.0,0.0,0.0,96.0
6,WILLIS ISD 170904,8096.0,1034.0,2736.0,0.0,0.0,135.0,856.0,69.0,0.0,0.0,47.0,0.0,0.0,341.0
7,ALBA-GOLDEN ISD 250906,939.0,47.0,77.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,ALTO ISD 037901,722.0,127.0,368.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
7,ARP ISD 212901,983.0,100.0,170.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,BECKVILLE ISD 183901,699.0,60.0,95.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,BIG SANDY ISD 230901,783.0,82.0,198.0,0.0,0.0,28.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,BROADDUS ISD 203902,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
7,BROWNSBORO ISD 107902,2956.0,398.0,940.0,0.0,0.0,47.0,361.0,18.0,0.0,0.0,0.0,0.0,0.0,110.0
7,BULLARD ISD 212902,2715.0,181.0,334.0,0.0,0.0,21.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
7,CARLISLE ISD 201913,679.0,79.0,130.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,CARTHAGE ISD 183902,2928.0,243.0,522.0,0.0,0.0,31.0,190.0,19.0,0.0,0.0,0.0,0.0,0.0,52.0
7,CAYUGA ISD 001902,621.0,23.0,38.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,CENTER ISD 210901,2831.0,301.0,738.0,0.0,0.0,12.0,265.0,11.0,0.0,0.0,0.0,0.0,0.0,75.0
7,CENTRAL HEIGHTS ISD 174908,1193.0,107.0,238.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
7,CENTRAL ISD 003907,1642.0,209.0,432.0,0.0,0.0,30.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
7,CHAPEL HILL ISD 212909,3814.0,425.0,1021.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
7,CHIRENO ISD 174901,421.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,CROSS ROADS ISD 107904,596.0,93.0,182.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,CUMBERLAND ACADEMY 212801,1878.0,285.0,574.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0
7,CUSHING ISD 174902,593.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,DIBOLL ISD 003905,2039.0,228.0,475.0,0.0,0.0,12.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
7,DOUGLASS ISD 174911,513.0,31.0,39.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
7,EAST TEXAS CHARTER SCHOOLS 092801,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,EDGEWOOD ISD 234903,1050.0,115.0,235.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,ELKHART ISD 001903,1364.0,162.0,518.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
7,ELYSIAN FIELDS ISD 102906,964.0,45.0,205.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
7,ETOILE ISD 174910,166.0,13.0,24.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
7,EUSTACE ISD 107905,1753.0,296.0,762.0,0.0,0.0,19.0,286.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
7,EXCELSIOR ISD 210906,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,FRANKSTON ISD 001904,937.0,24.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
7,FRUITVALE ISD 234909,501.0,38.0,56.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,GARRISON ISD 174903,772.0,17.0,34.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
7,GARY ISD 183904,510.0,32.0,51.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,GILMER ISD 230902,2669.0,394.0,831.0,0.0,0.0,14.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
7,GLADEWATER ISD 092901,2030.0,501.0,1609.0,0.0,0.0,27.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0
7,GRAND SALINE ISD 234904,1239.0,50.0,72.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,HALLSVILLE ISD 102904,5381.0,493.0,1166.0,0.0,0.0,38.0,462.0,21.0,0.0,0.0,19.0,0.0,0.0,84.0
7,HARLETON ISD 102905,803.0,71.0,103.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,HARMONY ISD 230905,1157.0,104.0,201.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
7,HAWKINS ISD 250902,763.0,125.0,291.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
7,HEMPHILL ISD 202903,1002.0,51.0,125.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,HENDERSON ISD 201902,3669.0,336.0,680.0,0.0,0.0,35.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
7,HUDSON ISD 003902,3122.0,295.0,670.0,0.0,0.0,28.0,272.0,15.0,0.0,0.0,0.0,0.0,0.0,23.0
7,HUNTINGTON ISD 003904,1874.0,280.0,557.0,0.0,0.0,36.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,JACKSONVILLE ISD 037904,5259.0,467.0,879.0,0.0,0.0,27.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0
7,JOAQUIN ISD 210902,761.0,71.0,164.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,KARNACK ISD 102901,160.0,34.0,81.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
7,KILGORE ISD 092902,4379.0,611.0,1887.0,0.0,0.0,56.0,551.0,14.0,0.0,0.0,38.0,0.0,0.0,197.0
7,LANEVILLE ISD 201903,198.0,14.0,25.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,LAPOYNOR ISD 107910,485.0,20.0,78.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,LEVERETTS CHAPEL ISD 201904,281.0,14.0,26.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,LINDALE ISD 212903,4403.0,557.0,1210.0,0.0,0.0,59.0,520.0,46.0,0.0,0.0,0.0,0.0,0.0,77.0
7,LONGVIEW ISD 092903,9504.0,1128.0,2358.0,0.0,0.0,92.0,876.0,13.0,0.0,0.0,13.0,0.0,0.0,456.0
