CAMPUS NAME AND NUMBER,CAMPUS CUMULATIVE YEAR END ENROLLMENT,CAMPUS DISCIPLINE POPULATION,CAMPUS DISCIPLINE RECORD COUNT,COUNT OF STUDENTS EXPELLED,COUNT OF STUDENTS EXPELLED TO JJAEP,COUNT OF STUDENTS REMOVED TO A DAEP,COUNT OF STUDENTS SUSPENDED IN SCHOOL,DISCRETIONARY DAEP REMOVALS,DISCRETIONARY EXPULSIONS,DISCRETIONARY EXPULSIONS TO JJAEP,MANDATORY DAEP REMOVALS,MANDATORY EXPULSIONS,MANDATORY EXPULSIONS TO JJAEP,STUDENTS SUSPENDED OUT OF SCHOOL,REGION,DISTRICT NAME AND NUMBER,DisciplinePopPct,DisciplineRecordCtPct,ExpelledPct,JJAEP_Pct,DAEP_Pct,ISS_Pct,Discr_DAEP_Pct,Discr_Expul_Pct,Discr_Expul_JJAEP_Pct,Mand_DAEP_Pct,Mand_Expul_Pct,Mand_Expul_JJAEP_Pct,Suspension_Pct,DisciplinePopPct_Rank,DisciplineRecordCtPct_Rank,ExpelledPct_Rank,JJAEP_Pct_Rank,DAEP_Pct_Rank,ISS_Pct_Rank,Discr_DAEP_Pct_Rank,Discr_Expul_Pct_Rank,Discr_Expul_JJAEP_Pct_Rank,Mand_DAEP_Pct_Rank,Mand_Expul_Pct_Rank,Mand_Expul_JJAEP_Pct_Rank,Suspension_Pct_Rank
LONE STAR EL 220907113,864.0,,,,,,,,,,,,,,11,KELLER ISD 220907,,,,,,,,,,,,,,,,,,,,,,,,,,
LONE STAR H S 043905008,2221.0,167.0,377.0,,,39.0,142.0,,,,,,,74.0,10,FRISCO ISD 043905,0.07519135524538496,0.16974335884736605,,,0.017559657811796487,0.06393516434038721,,,,,,,0.033318325078793336,0.563437444856185,0.479022665166372,,,0.7593261131167268,0.6084742310042779,,,,,,,0.6728240450845335
LONE STAR LANGUAGE ACADEMY 043802101,127.0,,,,,,,,,,,,,,10,LONE STAR LANGUAGE ACADEMY 043802,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG ACADEMY 101912059,991.0,183.0,433.0,,,18.0,36.0,,,,,,,168.0,4,HOUSTON ISD 101912,0.1846619576185671,0.43693239152371344,,,0.018163471241170535,0.03632694248234107,,,,,,,0.16952573158425832,0.21563437444856184,0.20559395595563415,,,0.7430806257521059,0.7926257893664698,,,,,,,0.06105197244834064
LONG EARLY LEARNING CENTER 221901156,896.0,,,,,,,,,,,,,,14,ABILENE ISD 221901,,,,,,,,,,,,,,,,,,,,,,,,,,
LONG EL 031903120,692.0,,13.0,,,,,,,,,,,,1,HARLINGEN CISD 031903,,0.01878612716763006,,,,,,,,,,,,,0.9721909660826233,,,,,,,,,,,
LONG EL 165901112,560.0,17.0,32.0,,,,15.0,,,,,,,,18,MIDLAND ISD 165901,0.030357142857142857,0.05714285714285714,,,,0.026785714285714284,,,,,,,,0.8487736015528499,0.7731875904195467,,,,0.8713587288653494,,,,,,,
LONG MIDDLE 057903044,694.0,164.0,457.0,,,17.0,96.0,,,,,,,130.0,10,CARROLLTON-FARMERS BRANCH ISD 057903,0.23631123919308358,0.6585014409221902,,,0.024495677233429394,0.138328530259366,,,,,,,0.1873198847262248,0.11328745367919534,0.11011091464394791,,,0.5770156438026474,0.30270930943165614,,,,,,,0.04164057608015028
LONGBRANCH EL 070908105,598.0,26.0,40.0,,,,26.0,,,,,,,,10,MIDLOTHIAN ISD 070908,0.043478260869565216,0.06688963210702341,,,,0.043478260869565216,,,,,,,,0.7472207517204871,0.7358945507153191,,,,0.7413933591362803,,,,,,,
LONGFELLOW EL 101912196,852.0,28.0,55.0,,,,,,,,,,,28.0,4,HOUSTON ISD 101912,0.03286384976525822,0.06455399061032864,,,,,,,,,,,0.03286384976525822,0.826363155108523,0.7439318437550233,,,,,,,,,,,0.6787726988102692
LONGFELLOW MIDDLE 015907050,989.0,117.0,210.0,,,30.0,91.0,,,,,,,46.0,20,SAN ANTONIO ISD 015907,0.11830131445904954,0.2123356926188069,,,0.030333670374115267,0.09201213346814964,,,,,,,0.046511627906976744,0.39332980412916885,0.41488506670953224,,,0.4548736462093863,0.4778977388470157,,,,,,,0.5220726361928616
LONGORIA EL 031901103,384.0,,,,,,,,,,,,,,1,BROWNSVILLE ISD 031901,,,,,,,,,,,,,,,,,,,,,,,,,,
LONGS CREEK EL 015910134,639.0,31.0,53.0,,,,31.0,,,,,,,,20,NORTH EAST ISD 015910,0.048513302034428794,0.08294209702660407,,,,0.048513302034428794,,,,,,,,0.7091935768484207,0.6757755987783315,,,,0.7013648400896313,,,,,,,
LONGVIEW H S 092903001,2146.0,568.0,1216.0,,,51.0,515.0,,,,,,,144.0,7,LONGVIEW ISD 092903,0.2646784715750233,0.5666356011183598,,,0.023765144454799627,0.23998136067101583,,,,,,,0.06710158434296365,0.0779954120345862,0.14290307024594118,,,0.5950661853188929,0.08392748013852108,,,,,,,0.35879774577332496
LOOP SCHOOL 083902001,167.0,,,,,,,,,,,,,,17,LOOP ISD 083902,,,,,,,,,,,,,,,,,,,,,,,,,,
LOOSCAN EL 101912197,382.0,,,,,,,,,,,,,,4,HOUSTON ISD 101912,,,,,,,,,,,,,,,,,,,,,,,,,,
LOPEZ EARLY COLLEGE H S 031901007,2127.0,452.0,1003.0,,,65.0,418.0,46.0,,,26.0,,,84.0,1,BROWNSVILLE ISD 031901,0.21250587682181477,0.4715561824165491,,,0.0305594734367654,0.19652092148566055,0.021626704278326282,,,0.012223789374706159,,,0.039492242595204514,0.1559908240691724,0.18485773991319723,,,0.4500601684717208,0.15033611733550623,0.43975155279503103,,,0.8191632928475033,,,0.5992485911083281
LOPEZ MIDDLE 015910057,1272.0,140.0,295.0,,,,140.0,,,,,,,11.0,20,NORTH EAST ISD 015910,0.11006289308176101,0.2319182389937107,,,,0.11006289308176101,,,,,,,0.008647798742138365,0.4226221986941945,0.3872367786529497,,,,0.4017111427989407,,,,,,,0.9931120851596744
LOPEZ-RIGGINS EL 031906104,601.0,,,,,,,,,,,,,,1,LOS FRESNOS CISD 031906,,,,,,,,,,,,,,,,,,,,,,,,,,
LORAINE SCHOOL 168902001,179.0,,,,,,,,,,,,,,14,LORAINE ISD 168902,,,,,,,,,,,,,,,,,,,,,,,,,,
LORAINE T GOLBOW EL 101914113,841.0,11.0,20.0,,,,,,,,,,,,4,KATY ISD 101914,0.013079667063020214,0.023781212841854936,,,,,,,,,,,,0.9932945120875243,0.9443819321652468,,,,,,,,,,,
LORENA EL 161907101,429.0,47.0,112.0,,,,44.0,,,,,,,,12,LORENA ISD 161907,0.10955710955710955,0.26107226107226106,,,,0.10256410256410256,,,,,,,,0.42491618140109405,0.35597170872850026,,,,0.43328580158891833,,,,,,,
LORENA HIGH 161907001,587.0,57.0,90.0,,,14.0,52.0,,,,,,,,12,LORENA ISD 161907,0.09710391822827939,0.15332197614991483,,,0.02385008517887564,0.08858603066439523,,,,,,,,0.4745014999117699,0.5084391576916895,,,0.592057761732852,0.49399062945610106,,,,,,,
LORENA MIDDLE 161907041,386.0,,,,,,,,,,,,,,12,LORENA ISD 161907,,,,,,,,,,,,,,,,,,,,,,,,,,
LORENA PRI 161907102,410.0,,,,,,,,,,,,,,12,LORENA ISD 161907,,,,,,,,,,,,,,,,,,,,,,,,,,
LORENE ROGERS MIDDLE 043912041,1502.0,78.0,99.0,,,,58.0,,,,,,,18.0,10,PROSPER ISD 043912,0.05193075898801598,0.0659121171770972,,,,0.03861517976031957,,,,,,,0.011984021304926764,0.6844891476971943,0.7392702137919949,,,,0.7749032389488695,,,,,,,0.9749530369442705
LORENE SMITH KIRKPATRICK EL 070915101,444.0,,,,,,,,,,,,,,10,MAYPEARL ISD 070915,,,,,,,,,,,,,,,,,,,,,,,,,,
LORENZO DE ZAVALA EL 057905260,424.0,,,,,,,,,,,,,,10,DALLAS ISD 057905,,,,,,,,,,,,,,,,,,,,,,,,,,
LORENZO DE ZAVALA ENVIRONMENTAL SC 057910119,903.0,37.0,56.0,,,,37.0,,,,,,,,10,GRAND PRAIRIE ISD 057910,0.04097452934662237,0.06201550387596899,,,,0.04097452934662237,,,,,,,,0.7672489853538027,0.7538980871242565,,,,0.7600325931961703,,,,,,,
LORENZO DE ZAVALA MIDDLE 057912048,922.0,78.0,148.0,,,11.0,76.0,,,,,,,12.0,10,IRVING ISD 057912,0.08459869848156182,0.16052060737527116,,,0.01193058568329718,0.0824295010845987,,,,,,,0.013015184381778741,0.525145579671784,0.49365053849863366,,,0.9073405535499398,0.522509676105113,,,,,,,0.9649342517219787
LORENZO DE ZAVALA MIDDLE 108912041,726.0,95.0,196.0,,,11.0,85.0,,,,,,,23.0,1,LA JOYA ISD 108912,0.13085399449035812,0.2699724517906336,,,0.015151515151515152,0.11707988980716254,,,,,,,0.03168044077134986,0.3520381154049762,0.3465680758720463,,,0.8294223826714802,0.37298838867386436,,,,,,,0.6947401377582968
LORENZO DE ZAVALA MIDDLE 188901049,434.0,65.0,154.0,,,,64.0,,,,,,,19.0,16,AMARILLO ISD 188901,0.1497695852534562,0.3548387096774194,,,,0.14746543778801843,,,,,,,0.04377880184331797,0.29751191106405506,0.2636232117022987,,,,0.2745976777347729,,,,,,,0.5505635566687539
LORENZO EL 054902102,179.0,20.0,34.0,,,,20.0,,,,,,,,17,LORENZO ISD 054902,0.11173184357541899,0.18994413407821228,,,,0.11173184357541899,,,,,,,,0.4146814893241574,0.4475164764507314,,,,0.3937665512324302,,,,,,,
LORENZO H S 054902001,130.0,23.0,56.0,,,,22.0,,,,,,,,17,LORENZO ISD 054902,0.17692307692307693,0.4307692307692308,,,,0.16923076923076924,,,,,,,,0.23292747485442034,0.20929111075389809,,,,0.21531880220004074,,,,,,,
LORENZO LOYA PRI 071904102,625.0,,,,,,,,,,,,,,19,SAN ELIZARIO ISD 071904,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS CUATES MIDDLE 031906041,854.0,180.0,535.0,,,,165.0,,,,,,,80.0,1,LOS FRESNOS CISD 031906,0.2107728337236534,0.6264637002341921,,,,0.19320843091334894,,,,,,,0.0936768149882904,0.15899064760896417,0.12055939559556342,,,,0.15787329394988797,,,,,,,0.22229179711959926
LOS ENCINOS SES 178904121,417.0,12.0,19.0,,,,,,,,,,,12.0,2,CORPUS CHRISTI ISD 178904,0.02877697841726619,0.045563549160671464,,,,,,,,,,,0.02877697841726619,0.8618316569613552,0.8193216524674489,,,,,,,,,,,0.7326236693800877
LOS FRESNOS EL 031906101,642.0,,,,,,,,,,,,,,1,LOS FRESNOS CISD 031906,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS FRESNOS H S 031906001,1743.0,348.0,929.0,,,40.0,325.0,16.0,,,27.0,,,123.0,1,LOS FRESNOS CISD 031906,0.19965576592082615,0.5329890992541595,,,0.022948938611589215,0.18646012621916236,0.009179575444635685,,,0.01549053356282272,,,0.07056798623063683,0.1810481736368449,0.1580131811605851,,,0.6173285198555957,0.17457730698716642,0.8211180124223603,,,0.6653171390013495,,,0.3406386975579211
LOS FRESNOS UNITED 031906002,1744.0,434.0,1469.0,,,39.0,414.0,,,,,,,178.0,1,LOS FRESNOS CISD 031906,0.24885321100917432,0.8423165137614679,,,0.02236238532110092,0.23738532110091742,,,,,,,0.10206422018348624,0.09564143285689077,0.06413759845683974,,,0.6359807460890493,0.08718679975555103,,,,,,,0.1897307451471509
LOS OBISPOS MIDDLE 240903047,1014.0,168.0,445.0,,,18.0,134.0,,,,,,,92.0,1,UNITED ISD 240903,0.16568047337278108,0.4388560157790927,,,0.01775147928994083,0.13214990138067062,,,,,,,0.09072978303747535,0.26080818775366155,0.20366500562610512,,,0.7521058965102286,0.32470971684660827,,,,,,,0.2332498434564809
LOS REYES EL 015915236,617.0,,,,,,,,,,,,,,20,NORTHSIDE ISD 015915,,,,,,,,,,,,,,,,,,,,,,,,,,
LOSOYA INT 015917103,963.0,176.0,343.0,,,,151.0,,,,,,,75.0,20,SOUTHSIDE ISD 015917,0.18276220145379024,0.3561786085150571,,,,0.15680166147455868,,,,,,,0.0778816199376947,0.22075172048703018,0.26153351551197557,,,,0.24974536565491953,,,,,,,0.29586725109580464
LOST PINES EL 011901110,707.0,67.0,148.0,,,,62.0,,,,,,,15.0,13,BASTROP ISD 011901,0.09476661951909476,0.20933521923620935,,,,0.0876944837340877,,,,,,,0.021216407355021217,0.48438327157226047,0.4180999839254139,,,,0.4984721939295172,,,,,,,0.8346900438321854
LOTSPEICH EL 178909103,323.0,18.0,24.0,,,,,,,,,,,,2,ROBSTOWN ISD 178909,0.05572755417956656,0.07430340557275542,,,,,,,,,,,,0.6626963119816481,0.705352837164443,,,,,,,,,,,
LOTT EL 073905102,144.0,,50.0,,,,,,,,,,,,12,ROSEBUD-LOTT ISD 073905,,0.3472222222222222,,,,,,,,,,,,,0.2695708085516798,,,,,,,,,,,
LOTT JUVENILE DETENTION CENTER 246911011,10.0,,,,,,,,,,,,,,13,TAYLOR ISD 246911,,,,,,,,,,,,,,,,,,,,,,,,,,
LOUIS G LOBIT EL 084901102,621.0,,12.0,,,,,,,,,,,,4,DICKINSON ISD 084901,,0.01932367149758454,,,,,,,,,,,,,0.9701012698923003,,,,,,,,,,,
LOUISE CABANISS EL 220908122,615.0,50.0,95.0,,,,50.0,,,,,,,,11,MANSFIELD ISD 220908,0.08130081300813008,0.15447154471544716,,,,0.08130081300813008,,,,,,,,0.536791953414505,0.5060279697797782,,,,0.5276023630067224,,,,,,,
LOUISE EL 241906101,245.0,16.0,20.0,,,,16.0,,,,,,,,3,LOUISE ISD 241906,0.0653061224489796,0.08163265306122448,,,,0.0653061224489796,,,,,,,,0.6110817010764072,0.6810802121845363,,,,0.6013444693420249,,,,,,,
LOUISE H S 241906001,169.0,29.0,47.0,,,,22.0,,,,,,,,3,LOUISE ISD 241906,0.17159763313609466,0.2781065088757396,,,,0.1301775147928994,,,,,,,,0.24580907005470268,0.3361195949204308,,,,0.3300061112242819,,,,,,,
LOUISE J H 241906041,139.0,25.0,57.0,,,,25.0,,,,,,,,3,LOUISE ISD 241906,0.17985611510791366,0.41007194244604317,,,,0.17985611510791366,,,,,,,,0.22675136756661374,0.22520495097251245,,,,0.1927072723568955,,,,,,,
LOUISE WOLFF KAHN EL 057905275,575.0,,16.0,,,,,,,,,,,,10,DALLAS ISD 057905,,0.02782608695652174,,,,,,,,,,,,,0.9218775116540749,,,,,,,,,,,
LOVE EL 101912198,424.0,,,,,,,,,,,,,,4,HOUSTON ISD 101912,,,,,,,,,,,,,,,,,,,,,,,,,,
LOVEJOY H S 043919001,1511.0,108.0,249.0,,,,99.0,,,,,,,26.0,10,LOVEJOY ISD 043919,0.071475843812045,0.16479152878888154,,,,0.06551952349437459,,,,,,,0.017207147584381206,0.5819657667196048,0.484809516154959,,,,0.6001222244856387,,,,,,,0.9045084533500313
LOVELADY EL 113903102,350.0,,10.0,,,,,,,,,,,,6,LOVELADY ISD 113903,,0.02857142857142857,,,,,,,,,,,,,0.9167336441086642,,,,,,,,,,,
LOVELADY J H H S 113903002,249.0,,26.0,,,,,,,,,,,,6,LOVELADY ISD 113903,,0.10441767068273092,,,,,,,,,,,,,0.6130847130686384,,,,,,,,,,,
LOVETT EL 101912199,734.0,,,,,,,,,,,,,,4,HOUSTON ISD 101912,,,,,,,,,,,,,,,,,,,,,,,,,,
LOWELL MIDDLE 015907051,441.0,92.0,210.0,,,26.0,40.0,,,,,,,71.0,20,SAN ANTONIO ISD 015907,0.20861678004535147,0.47619047619047616,,,0.05895691609977324,0.09070294784580499,,,,,,,0.16099773242630386,0.1625198517734251,0.1830895354444623,,,0.09687123947051744,0.48441637808107557,,,,,,,0.07107075767063244
LOWELL SMITH JR MIDDLE 126903041,876.0,218.0,617.0,,,37.0,199.0,28.0,,,14.0,,,65.0,11,CLEBURNE ISD 126903,0.24885844748858446,0.704337899543379,,,0.04223744292237443,0.2271689497716895,0.0319634703196347,,,0.01598173515981735,,,0.07420091324200913,0.09546497264866773,0.09725124578042116,,,0.25150421179302046,0.09839071093909146,0.25217391304347825,,,0.6383265856950068,,,0.3168440826549781
LOWERY EL 101907116,969.0,40.0,111.0,,,,39.0,,,,,,,,4,CYPRESS-FAIRBANKS ISD 101907,0.0412796697626419,0.11455108359133127,,,,0.04024767801857585,,,,,,,,0.7642491618140109,0.589455071531908,,,,0.763699327765329,,,,,,,
LOWERY FRESHMAN CENTER 043901002,1839.0,123.0,298.0,,,26.0,117.0,,,,,,,30.0,10,ALLEN ISD 043901,0.06688417618270799,0.16204458945078848,,,0.014138118542686243,0.0636215334420881,,,,,,,0.01631321370309951,0.6033174519145933,0.4910786047259283,,,0.8537906137184116,0.6105113057649215,,,,,,,0.9142141515341264
LOWERY ROAD 220905219,797.0,32.0,43.0,,,,11.0,,,,,,,24.0,11,FORT WORTH ISD 220905,0.04015056461731493,0.053952321204516936,,,,0.013801756587202008,,,,,,,0.030112923462986198,0.7728074819128287,0.7854042758398971,,,,0.9837034019148503,,,,,,,0.7157169693174703
LUBBOCK CO J J A E P 152901015,,10.0,14.0,,,,,,,,,,,10.0,17,LUBBOCK ISD 152901,,,,,,,,,,,,,,,,,,,,,,,,,,
LUBBOCK CO JUVENILE JUSTICE CTR 152901017,223.0,,,,,,,,,,,,,,17,LUBBOCK ISD 152901,,,,,,,,,,,,,,,,,,,,,,,,,,
LUBBOCK H S 152901022,2029.0,291.0,715.0,,,52.0,263.0,12.0,,,44.0,,,107.0,17,LUBBOCK ISD 152901,0.14342040413997043,0.3523903400689995,,,0.025628388368654508,0.12962050271069492,0.005914243469689502,,,0.02168555938886151,,,0.0527353376047314,0.3188635962590436,0.2658736537534159,,,0.5475330926594465,0.33143206355673255,0.9267080745341615,,,0.42105263157894735,,,0.46368190356919226
LUBBOCK-COOPER BUSH MIDDLE 152906042,907.0,96.0,186.0,,,18.0,92.0,26.0,,,,,,10.0,17,LUBBOCK-COOPER ISD 152906,0.10584343991179714,0.20507166482910694,,,0.019845644983461964,0.10143329658213891,0.02866593164277839,,,,,,0.011025358324145534,0.4385036174342686,0.42420832663558916,,,0.6889290012033694,0.43898961091872074,0.3018633540372671,,,,,,0.9824671258609894
LUBBOCK-COOPER CENTRAL EL 152906105,960.0,50.0,106.0,,,,50.0,,,,,,,,17,LUBBOCK-COOPER ISD 152906,0.052083333333333336,0.11041666666666666,,,,0.052083333333333336,,,,,,,,0.6831656961355215,0.5989390773187591,,,,0.6783458952943573,,,,,,,
LUBBOCK-COOPER HIGH SCHOOL 152906001,1566.0,183.0,319.0,,,51.0,155.0,58.0,,,,,,,17,LUBBOCK-COOPER ISD 152906,0.11685823754789272,0.2037037037037037,,,0.032567049808429116,0.09897828863346105,0.037037037037037035,,,,,,,0.4003882124580907,0.42637839575630926,,,0.40974729241877256,0.4487675697698105,0.2,,,,,,
LUBBOCK-COOPER MIDDLE 152906041,598.0,92.0,265.0,,,20.0,86.0,30.0,,,,,,22.0,17,LUBBOCK-COOPER ISD 152906,0.15384615384615385,0.4431438127090301,,,0.033444816053511704,0.14381270903010032,0.05016722408026756,,,,,,0.03678929765886288,0.2864831480501147,0.2007715801318116,,,0.3971119133574007,0.28620900387044207,0.10807453416149068,,,,,,0.6297745773324984
LUBBOCK-COOPER NEW HOPE ACADEMY 152906003,69.0,,,,,,,,,,,,,,17,LUBBOCK-COOPER ISD 152906,,,,,,,,,,,,,,,,,,,,,,,,,,
LUBBOCK-COOPER NORTH EL 152906103,936.0,36.0,66.0,,,,35.0,,,,,,,,17,LUBBOCK-COOPER ISD 152906,0.038461538461538464,0.07051282051282051,,,,0.03739316239316239,,,,,,,,0.7829539438856538,0.720623693939881,,,,0.7842737828478306,,,,,,,
LUBBOCK-COOPER SOUTH EL 152906101,846.0,,,,,,,,,,,,,,17,LUBBOCK-COOPER ISD 152906,,,,,,,,,,,,,,,,,,,,,,,,,,
LUBBOCK-COOPER WEST EL 152906104,789.0,30.0,65.0,,,,29.0,,,,,,,,17,LUBBOCK-COOPER ISD 152906,0.03802281368821293,0.08238276299112801,,,,0.036755386565272496,,,,,,,,0.7856008470089995,0.6780260408294486,,,,0.7891627622733755,,,,,,,
LUCAS PK 123910133,358.0,,,,,,,,,,,,,,5,BEAUMONT ISD 123910,,,,,,,,,,,,,,,,,,,,,,,,,,
LUCILE HENDRICKS EL 108906129,475.0,12.0,19.0,,,,,,,,,,,,1,MCALLEN ISD 108906,0.02526315789473684,0.04,,,,,,,,,,,,0.8881242279865891,0.849702620157531,,,,,,,,,,,
LUCILLE NASH EL 129903102,634.0,112.0,256.0,,,,101.0,,,,,,,42.0,10,KAUFMAN ISD 129903,0.17665615141955837,0.4037854889589905,,,,0.15930599369085174,,,,,,,0.06624605678233439,0.2339862361037586,0.22922359749236457,,,,0.24302301894479528,,,,,,,0.3622417031934878
LUCIO MIDDLE 031901051,956.0,267.0,831.0,,,34.0,264.0,21.0,,,22.0,,,34.0,1,BROWNSVILLE ISD 031901,0.2792887029288703,0.8692468619246861,,,0.03556485355648536,0.27615062761506276,0.021966527196652718,,,0.02301255230125523,,,0.03556485355648536,0.06476089641785777,0.05867223918984086,,,0.3528880866425993,0.04481564473416175,0.4360248447204969,,,0.3697705802968961,,,0.6427676894176582
LUCY MAE MCDONALD EL 070905105,554.0,34.0,63.0,,,,34.0,,,,,,,,10,FERRIS ISD 070905,0.061371841155234655,0.11371841155234658,,,,0.061371841155234655,,,,,,,,0.6334039174166225,0.5909017842790548,,,,0.6257893664697495,,,,,,,
LUCY REDE FRANCO MIDDLE 189902041,291.0,,44.0,,,,,,,,,,,20.0,18,PRESIDIO ISD 189902,,0.15120274914089346,,,,,,,,,,,0.06872852233676977,,0.5126185500723356,,,,,,,,,,,0.3506574827802129
LUCYLE COLLINS MIDDLE SCHOOL 220910042,578.0,120.0,301.0,,,,113.0,,,,,,,24.0,11,LAKE WORTH ISD 220910,0.20761245674740483,0.5207612456747405,,,,0.19550173010380623,,,,,,,0.04152249134948097,0.16446091406387858,0.1633177945667899,,,,0.15278060704827867,,,,,,,0.5762366938008766
LUEDERS-AVOCA EL/J H 127905101,83.0,,,,,,,,,,,,,,14,LUEDERS-AVOCA ISD 127905,,,,,,,,,,,,,,,,,,,,,,,,,,
LUEDERS-AVOCA H S 127905001,40.0,,,,,,,,,,,,,,14,LUEDERS-AVOCA ISD 127905,,,,,,,,,,,,,,,,,,,,,,,,,,
LUELLA MERRETT EL 220905157,668.0,,10.0,,,,,,,,,,,,11,FORT WORTH ISD 220905,,0.014970059880239521,,,,,,,,,,,,,0.9900337566307668,,,,,,,,,,,
LUFKIN H S 003903001,2235.0,366.0,947.0,,,164.0,271.0,148.0,,,55.0,,,145.0,7,LUFKIN ISD 003903,0.16375838926174496,0.4237136465324385,,,0.07337807606263982,0.12125279642058165,0.06621923937360179,,,0.024608501118568233,,,0.06487695749440715,0.2641609317098994,0.2153994534640733,,,0.03910950661853189,0.35933998777755144,0.05714285714285714,,,0.31713900134952766,,,0.3685034439574202
LUFKIN MIDDLE 003903044,1848.0,452.0,1786.0,,,135.0,403.0,161.0,,,18.0,,,140.0,7,LUFKIN ISD 003903,0.24458874458874458,0.9664502164502164,,,0.07305194805194805,0.21807359307359309,0.08712121212121213,,,0.00974025974025974,,,0.07575757575757576,0.10164107993647432,0.045491078604725926,,,0.039711191335740074,0.11305764921572621,0.03354037267080745,,,0.9109311740890689,,,0.308703819661866
LUJAN-CHAVEZ EL 071909119,1191.0,18.0,32.0,,,,10.0,,,,,,,10.0,19,SOCORRO ISD 071909,0.015113350125944584,0.02686817800167926,,,,0.008396305625524769,,,,,,,0.008396305625524769,0.9820010587612493,0.9275036167818679,,,,0.9989814626196781,,,,,,,0.9945209768315592
LULA BELLE GOODMAN EL 079907139,641.0,,17.0,,,,,,,,,,,,4,FORT BEND ISD 079907,,0.0265210608424337,,,,,,,,,,,,,0.9287895836682205,,,,,,,,,,,
LULING H S 028903001,413.0,66.0,213.0,,,,60.0,,,,,,,,13,LULING ISD 028903,0.15980629539951574,0.5157384987893463,,,,0.14527845036319612,,,,,,,,0.27386624316216696,0.16588972833949525,,,,0.27969036463638214,,,,,,,
LULING PRI 028903104,292.0,,14.0,,,,,,,,,,,,13,LULING ISD 028903,,0.04794520547945205,,,,,,,,,,,,,0.8106413759845684,,,,,,,,,,,
LUMBERTON EARLY CHILDHOOD SCH 100907102,404.0,,,,,,,,,,,,,,5,LUMBERTON ISD 100907,,,,,,,,,,,,,,,,,,,,,,,,,,
LUMBERTON H S 100907001,1187.0,198.0,396.0,,,28.0,178.0,13.0,,,15.0,,,42.0,5,LUMBERTON ISD 100907,0.16680707666385847,0.33361415332771693,,,0.02358887952822241,0.14995787700084245,0.010951979780960405,,,0.012636899747262006,,,0.03538331929233361,0.25763190400564673,0.28018003536408936,,,0.5992779783393501,0.2686901609289061,0.7788819875776397,,,0.805668016194332,,,0.6449592986850344
LUMBERTON INT 100907103,940.0,,163.0,,,10.0,,,,,,,,15.0,5,LUMBERTON ISD 100907,,0.17340425531914894,,,0.010638297872340425,,,,,,,,0.015957446808510637,,0.47291432245619675,,,0.9416365824308063,,,,,,,,0.9211020663744521
LUMBERTON MIDDLE 100907041,675.0,111.0,273.0,,,17.0,95.0,,,,,,,47.0,5,LUMBERTON ISD 100907,0.16444444444444445,0.40444444444444444,,,0.025185185185185185,0.14074074074074075,,,,,,,0.06962962962962962,0.2632786306687842,0.2289021057707764,,,0.5601684717208183,0.29496842534121004,,,,,,,0.3459611772072636
LUMBERTON PRI 100907101,1033.0,,11.0,,,,,,,,,,,,5,LUMBERTON ISD 100907,,0.010648596321393998,,,,,,,,,,,,,0.9983925413920591,,,,,,,,,,,
LUMIN LINDSLEY PARK COMMUNITY SCHO 057805101,333.0,,,,,,,,,,,,,,10,LUMIN EDUCATION 057805,,,,,,,,,,,,,,,,,,,,,,,,,,
LUNA EL 057909139,310.0,13.0,13.0,,,,12.0,,,,,,,,10,GARLAND ISD 057909,0.041935483870967745,0.041935483870967745,,,,0.03870967741935484,,,,,,,,0.7586024351508734,0.8398971226490918,,,,0.7742921165206763,,,,,,,
LUNA MIDDLE 015915054,1442.0,253.0,653.0,,,13.0,173.0,,,,,,,155.0,20,NORTHSIDE ISD 015915,0.1754507628294036,0.45284327323162277,,,0.009015256588072122,0.11997226074895978,,,,,,,0.10748959778085991,0.23680959943532734,0.19578845844719497,,,0.9687123947051745,0.36422896720309633,,,,,,,0.17345021916092673
LYFORD EL 245902106,751.0,35.0,50.0,,,,35.0,,,,,,,,1,LYFORD CISD 245902,0.04660452729693742,0.06657789613848203,,,,0.04660452729693742,,,,,,,,0.7259572966296101,0.7365375341584954,,,,0.7180688531269097,,,,,,,
LYFORD H S 245902001,550.0,97.0,235.0,,,,87.0,,,,,,,,1,LYFORD CISD 245902,0.17636363636363636,0.42727272727272725,,,,0.15818181818181817,,,,,,,,0.23486853714487382,0.2117826715962064,,,,0.24546750865756772,,,,,,,
LYFORD MIDDLE 245902041,407.0,53.0,118.0,,,,51.0,,,,,,,,1,LYFORD CISD 245902,0.13022113022113022,0.28992628992628994,,,,0.12530712530712532,,,,,,,,0.3540674077995412,0.32406365536087445,,,,0.34711753921368915,,,,,,,
LYLES MIDDLE 057909051,978.0,422.0,1807.0,,,22.0,383.0,,,,,,,227.0,10,GARLAND ISD 057909,0.43149284253578735,1.8476482617586911,,,0.022494887525562373,0.39161554192229037,,,,,,,0.23210633946830267,0.005823186871360508,0.005947596849381128,,,0.6302647412755716,0.00651863923405989,,,,,,,0.021603005635566688
